Н+КIИ	мест	тв	им	ед	м	
UБW	част					
БГО&ЛЮБИВЫИ#	прил	тв	им	ед	м	
IЕРОДIАКОНЪ	сущ	о	им	ед	м	
ИМЕНЕМЪ	сущ	men	тв	ед	ср	
*НИ&КОЛАИ,	сущ	jo	им	ед	м	
ЖИВRШЕ	гл	изъяв	имп	3	ед	
С	пред					
СОПРDГОЮ	сущ	а	тв	ед	ж	
СВОЕЮ	мест	м	тв	ед	ж	
ВО&	пред					
ГРАД+	сущ	о	мест	ед	м	
ЗОВОМW(М)	прич	тв	наст	мест	ед	м
*Б+ЛW	прил	о	им	ед	ср	
*ЕЗЕРW.	сущ	о	им	ед	ср	
НЕ	част					
И&МDЩИМА	прич	м	наст	им	мн	м
ЖЕ	част					
ИМА	мест	м	дат	дв	м	
ЧАДЪ	сущ	о	род	мн	ср	
В	пред					
НАСЛ+ДIЕ&	сущ	jo	вин	ед	ср	
СЕБ+,	мест	личн	возвр	дат		
И	союз					
СЕГW	мест	м	род	ед	ср	
РАДИ	посл					
В	пред					
ВЕЛИЦ+И	прил	тв	мест	ед	ж	*
СКОРБИ,&	сущ	i	мест	ед	ж	
И	союз					
НЕUТ+ШИМ+И	прич	тв	наст	мест	ед	ж
ПЕЧАЛИ	сущ	i	мест	ед	ж	
БRХD.&	гл	изъяв	имп	3	мн	
СЛЫШАХD	гл	изъяв	имп	3	мн	
ЖЕ	част					
W	пред					
БЛЖЕНН+МЪ#	прил	тв	мест	ед	м	
*КVРIЛЛ+,&	сущ	о	мест	ед	м	
И	союз					
W	пред					
МНОГОТРDДН+МЪ	прил	тв	мест	ед	ср	
ЖИТIИ	сущ	jo	мест	ед	ср	
ЕГW,&	мест	м	род	ед	м	
И	союз					
W	пред					
ПРЕСЛАВНЫХЪ	прил	тв	мест	мн	ср	
ЧЮДЕС+ХЪ	сущ	es	мест	мн	ср	
СБЫВАЮ&ЩИ(Х)СR	прич/в	м	наст	мест	мн	ср
W(Т)	пред					
НЕГW,	мест	м	род	ед	м	
И	союз					
S+ЛW	нар					
UДИВЛRХDСR,&	гл/в	изъяв	имп	3	мн	
И	союз					
БГА#	сущ	о	вин/род	ед	м	
БЛГОДАРRХD#,	гл	изъяв	имп	3	мн	
ДАРОВАВШАГW	прич	м	прош	вин/род	ед	м
ТА&КОВDЮ	прил	тв	вин	ед	ж	
ВЛАСТЬ	сущ	i	вин	ед	ж	
И	союз					
СИЛD	сущ	а	вин	ед	ж	
UГОДНИКD	сущ	о	дат	ед	м	
СВО&ЕМD.	мест	м	дат	ед	м	
ПО	пред					
Н+КОЛИЦ+ХЪ	мест	тв	мест	мн	м	*
ЖЕ	част					
ДНЕХЪ,&	сущ	en	мест	мн	м	+е
БГОЛЮБИВЫИ#	прил	тв	им	ед	м	
ТОИ	мест	тв	им	ед	м	
IЕРОДIАКОНЪ	сущ	о	им	ед	м	
*НИ&КОЛАИ,	сущ	jo	им	ед	м	
ВО(З)ГОР+СR	гл/в	изъяв	аор гл	3	ед	
СР(Д)ЧНОЮ	прил	тв	тв	ед	ж	
~ЛЮБОБIЮ <ЛЮБОВIЮ>,	сущ	uu	тв	ед	ж	
Z 61						
ПОМЫСЛИ	гл	изъяв	аор гл	3	ед	
ИТИ	инф					
НА	пред					
*НОВОЕ	прил	тв	вин	ед	ср	
*ЕЗЕРW	сущ	о	вин	ед	ср	
К&	пред					
ПРП(Д)БНОМD	прил	тв	дат	ед	м	
В	пред					
ПDСТЫНЮ,	сущ	ja	вин	ед	ж	
И	союз					
ЖЕЛАR	прич	jo	наст	им	ед	м
ВИД+&ТИ	инф					
СТОЛ+ПНОЕ#	прил	тв	вин	ед	ср	
ЛИЦЕ	сущ	jo	вин	ед	ср	
БЛЖЕННАГW#,&	прил	тв	род	ед	м	
И	союз					
БЛГОСЛОВЕНIЕ#	сущ	jo	вин	ед	ср	
W(Т)	пред					
НЕГО	мест	м	род	ед	м	
ВОСПРIRТИ,	инф					
